Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Project X,(2012),Comedy,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.","https://m.media-amazon.com/images/M/MV5BYTYwMWRjNmYtMzAyNy00OTJkLWI1ZjktNTQ1OTM1ODYxNDY2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8778064,https://www.imdb.com/title/tt8778064/,58 min,NA,"24,156",8.1
Noah,(2014),"Action,Adventure,Drama","An anthology series centered around the mysterious Geist Group, an unconventional wellness company and their equally unorthodox program, the Homecoming Initiative.","https://m.media-amazon.com/images/M/MV5BMDc5OTgyMDYtZjk2YS00YzVkLWE5N2ItNjU4MzQ1OTgyMWI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7008682,https://www.imdb.com/title/tt7008682/,30 min,NA,"24,976",7.9
Sonic Prime,(2022– ),"Animation,Action,Adventure","As the Russian conflict with Napoleon reaches its peak, five aristocratic families face the possibility of their lives being changed forever.","https://m.media-amazon.com/images/M/MV5BMTUxNzY5MzgwNV5BMl5BanBnXkFtZTgwNDM0NDgxNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",3910804,https://www.imdb.com/title/tt3910804/,380 min,R,677,5.5
The Society,(2019),"Drama,Mystery,Sci-Fi","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","https://m.media-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_UX67_CR0,0,67,98_AL_.jpg",4116284,https://www.imdb.com/title/tt4116284/,104 min,NA,"1,127",7.2
Homecoming,(2018–2020),"Drama,Mystery,Thriller",A female prison employee in upstate New York becomes romantically involved with a pair of inmates and helps them escape.,"https://m.media-amazon.com/images/M/MV5BZmU4OWZkMDItYWFkYy00ZGUxLThjZjAtZTljODE0MWFiMzg5XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",6866266,https://www.imdb.com/title/tt6866266/,440 min,A,"113,506",5.9
War & Peace,(2016),"Drama,History,Romance","When Tess and her family suffer an unimaginable loss, she finds support from a surprising source: her biological father - a lovable slacker from the wrong side of the tracks - and the charming but dangerous juvenile delinquent next door.","https://m.media-amazon.com/images/M/MV5BMDIyOTIwNmMtMjhlOS00NzMxLTkyYWItZjgyN2NkODJjN2ViXkEyXkFqcGdeQXVyMTYzMjIxMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",1657865,https://www.imdb.com/title/tt1657865/,94 min,18,"142,849",6.6
The Lego Batman Movie,(2017),"Animation,Action,Adventure","Television sitcom about a recovering alcoholic who becomes the manager of a big city bus station. The tragicomic theme of the show is perhaps summed up best by an old carnival sign that now...                See full summary »
","https://m.media-amazon.com/images/M/MV5BM2IzYTU2YzQtYmQ0NC00OWUzLWE5OWYtY2Q0NzlkMWM1YjA5XkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0106039,https://www.imdb.com/title/tt0106039/,30 min,UA,"123,642",7.3
Escape at Dannemora,(2018),"Biography,Crime,Drama",Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,"https://m.media-amazon.com/images/M/MV5BNzhlMzJkNzgtNDljNS00ZWY1LTg2ZjMtMTUxM2ExNWFlZTAyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",0384806,https://www.imdb.com/title/tt0384806/,90 min,NA,"1,642",6.4
Dear Zoe,(2022),Drama,"Borat returns from Kazakhstan to America and this time he reveals more about the American culture, the COVID-19 pandemic and the political elections.","https://m.media-amazon.com/images/M/MV5BNmY3OTdkOWEtNjc2ZC00OTZmLWI5OWItMjdjYjRkNTExNDNhXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_UX67_CR0,0,67,98_AL_.jpg",13143964,https://www.imdb.com/title/tt13143964/,95 min,18,32,6.5
The John Larroquette Show,(1993–1996),Comedy,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.","https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",3967856,https://www.imdb.com/title/tt3967856/,120 min,R,"17,340",6.6
The Amityville Horror,(2005),Horror,Life for New England realtor Hildy Good begins to unravel when she hooks up with an old flame of hers from New York. Based on Ann Leary's 'The Good House.',"https://m.media-amazon.com/images/M/MV5BMDNmYjBhNWQtZDUyYS00ZWUzLTkyYWYtMDhkNTMwZWFjNDZiXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg",3104956,https://www.imdb.com/title/tt3104956/,104 min,7,"36,186",6.7
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,(2020),Comedy,"Set in an altered United States, several unrelated people discover how far they will go to survive a night where all crime is legal for 12 hours.","https://m.media-amazon.com/images/M/MV5BMjk1YWE0OWYtMzYwMi00MGZhLTkyMGMtMzU1YjRlZjE1OWQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",6110648,https://www.imdb.com/title/tt6110648/,42 min,UA,"19,531",6.4
Okja,(2017),"Action,Adventure,Drama",A crime lord ascends to power and becomes megalomaniacal while a maverick police detective vows to stop him.,"https://m.media-amazon.com/images/M/MV5BOGZlYzg3NjEtMmFhOS00NTA3LWJlOTktMjFhOWNkMjc0YjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0102526,https://www.imdb.com/title/tt0102526/,97 min,NA,"13,224",8.3
The Good House,(2021),"Comedy,Drama","Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","https://m.media-amazon.com/images/M/MV5BMzk2ODc3OTEtNjUwNC00NGI1LTkzOWItZTY3NGYxZDUzZWY5XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_UY98_CR1,0,67,98_AL_.jpg",6338498,https://www.imdb.com/title/tt6338498/,95 min,NA,"6,632",6.1
The Purge,(2018–2019),"Action,Drama,Horror",Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.,"https://m.media-amazon.com/images/M/MV5BZTY0YWM0MDgtYjE2Yi00ZWExLWE0M2MtN2U3YzRjMWNjMjExXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",0119381,https://www.imdb.com/title/tt0119381/,110 min,R,"46,961",6.3
New Jack City,(1991),"Action,Crime,Drama","Two years after a devastating global pandemic, bounty hunter Deacon St. John faces a brutal struggle for survival, and a reason to live.","https://m.media-amazon.com/images/M/MV5BMzdhNThjYzEtMDRmNi00MmY2LWJkMWItZWUzY2ZjOTcwOTQyXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UY98_CR1,0,67,98_AL_.jpg",6795336,https://www.imdb.com/title/tt6795336/,-,NA,"13,574",6.8
Vivo,(I) (2021),"Animation,Adventure,Comedy","A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.","https://m.media-amazon.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1640459,https://www.imdb.com/title/tt1640459/,86 min,R,"44,054",5.8
Crawlspace,(2016),"Horror,Thriller","Follows Holiday during her career as she is targeted by the Federal Department of Narcotics with an undercover sting operation led by black Federal Agent Jimmy Fletcher, with whom she has a tumultuous affair.","https://m.media-amazon.com/images/M/MV5BN2FjZDU0MGMtZDkxMi00M2VmLTkyNDQtNTFjYjIzYzMxMjgwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",8521718,https://www.imdb.com/title/tt8521718/,126 min,NA,"31,101",6.4
Days Gone,(2019 Video Game),"Action,Adventure,Drama",R.A.S. agents Miss Bianca and Bernard race to Australia to save a little boy and a rare golden eagle from a murderous poacher.,"https://m.media-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0100477,https://www.imdb.com/title/tt0100477/,77 min,12+,"2,492",6.8
Hobo with a Shotgun,(2011),"Action,Comedy,Horror","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.","https://m.media-amazon.com/images/M/MV5BMjE3Mjc3NjQ5NV5BMl5BanBnXkFtZTYwMjY5MjE3._V1_UX67_CR0,0,67,98_AL_.jpg",0436331,https://www.imdb.com/title/tt0436331/,88 min,NA,"3,963",8.1
The United States vs. Billie Holiday,(2021),"Biography,Drama,Music",An updated version of the classic series following a creepy family who live in a haunted house.,"https://m.media-amazon.com/images/M/MV5BNWQxMzMxYTYtZjM1Zi00ZjFiLWIxMDQtZTYyYWQ0ZjMyMmU4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX67_CR0,0,67,98_AL_.jpg",0172031,https://www.imdb.com/title/tt0172031/,30 min,R,"3,506",7.0
The Rescuers Down Under,(1990),"Animation,Adventure,Comedy","U.S. fighter pilots are recruited to test experimental aircraft and rockets to become first Mercury astronauts. TV adaptation of Tom Wolfe's book, 'The Right Stuff'.","https://m.media-amazon.com/images/M/MV5BNWRjMWMzNmYtYmYzYy00NTNiLTljZWEtZGNmYjA1MzU0YzIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7423322,https://www.imdb.com/title/tt7423322/,45 min,NA,"22,969",7.0
Friends with Money,(2006),"Comedy,Drama,Romance","Single camera, buddy comedy that centers on Sam (Richardson) and Tim (Robinson), two local ad men who make low budget commercials in Detroit, Michigan. But the two best friends, much like the city in which they live, aspire to achieve great things.","https://m.media-amazon.com/images/M/MV5BYzFiZGI2MmQtNzg2MC00ZDk4LWI5Y2ItNDFhZWRlMDdiMDY2L2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg",4779762,https://www.imdb.com/title/tt4779762/,21 min,R,36,5.1
The New Addams Family,(1998–1999),"Comedy,Family,Horror","Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.","https://m.media-amazon.com/images/M/MV5BMjAwNjY5OTUxM15BMl5BanBnXkFtZTcwNjE3MTQxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1226236,https://www.imdb.com/title/tt1226236/,120 min,UA,"7,568",5.4
Heartbreak High,(1994–1999),"Drama,Romance",Plot under wraps.,"https://m.media-amazon.com/images/M/MV5BOWJkMGI1MDEtZDkxYi00NzE3LTkxOTgtNTQ1MjA0NDVlZGIwXkEyXkFqcGdeQXVyMTQzMTMxMTg1._V1_UX67_CR0,0,67,98_AL_.jpg",15825188,https://www.imdb.com/title/tt15825188/,131 min,13,"195,618",6.5
The Right Stuff,(2020),"Drama,History","Disgraced ex-cop, Ted Conkaffey, is falsely accused of a disturbing crime. He escapes to the wilds of Far North Queensland and becomes entangled with an eccentric private investigator.","https://m.media-amazon.com/images/M/MV5BZTU1YjY2MjEtZjQwMi00NWM0LWFiMmYtZWViZThkMmEwM2RjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",13315664,https://www.imdb.com/title/tt13315664/,60 min,A,"62,976",5.1
Detroiters,(2017–2018),Comedy,A widower moves into a seemingly perfect new home with his daughter and new wife.,"https://m.media-amazon.com/images/M/MV5BMWFiODQ3OWItMDcyNS00ZDI0LWE5YTEtNmYzYzIzZTUzZmNkXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UY98_CR1,0,67,98_AL_.jpg",3612320,https://www.imdb.com/title/tt3612320/,88 min,PG-13,"3,997",5.0
Io sono l'amore,(2009),"Drama,Romance",French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,"https://m.media-amazon.com/images/M/MV5BNjFlOTI2OGQtMzg0YS00ZGE4LTkwMjEtZDUzYThlOTU5YjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0120685,https://www.imdb.com/title/tt0120685/,139 min,NA,"32,717",7.4
What Remains,(I) (2022),"Crime,Drama","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.","https://m.media-amazon.com/images/M/MV5BMjMzODc2NzU5MV5BMl5BanBnXkFtZTgwNTMwMTE3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",2388771,https://www.imdb.com/title/tt2388771/,104 min,UA,"1,158",5.6
Troppo,(2022– ),"Crime,Thriller",A climber trapped on the face of a mountain fights off four killers stood on an overhanging ledge twenty feet above her.,"https://m.media-amazon.com/images/M/MV5BMDNhZWZkYjUtNDMyNS00NGEwLTk3ZmYtNzMxM2M1Yzc3ZGU3XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",6805938,https://www.imdb.com/title/tt6805938/,86 min,PG-13,"23,910",5.7
Godzilla,(I) (1998),"Action,Sci-Fi,Thriller","A successful asset manager, who has just received a huge promotion, is blissfully happy in his career and in his marriage. But when a temp worker starts stalking him, all the things he's worked so hard for are placed in jeopardy.","https://m.media-amazon.com/images/M/MV5BMjAwOTM2MzE5MF5BMl5BanBnXkFtZTcwMjM0NTcyMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1198138,https://www.imdb.com/title/tt1198138/,108 min,NA,"15,046",7.2
Mowgli,(2018),"Adventure,Drama,Fantasy","Tracy meets Nick in the third installment of the trilogy, and he helps her save an original draft of The New Colossus in exchange for her helping him run his restaurant. Tracy begins to feel uneasy as they get closer.","https://m.media-amazon.com/images/M/MV5BMmZlMmY2MmEtZjEyNy00NDFiLThiMzAtOTUzNzcyNWNjNDI3XkEyXkFqcGdeQXVyMTEwMDQ5OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",17524492,https://www.imdb.com/title/tt17524492/,84 min,R,"11,330",8.0
The Ledge,(2022),Thriller,"A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town.","https://m.media-amazon.com/images/M/MV5BMzAxNzU4MDE1Nl5BMl5BanBnXkFtZTcwOTQ0NDcwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1095174,https://www.imdb.com/title/tt1095174/,97 min,A,"58,098",5.9
Obsessed,(2009),"Drama,Romance,Thriller",A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,"https://m.media-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0422093,https://www.imdb.com/title/tt0422093/,116 min,NA,"8,375",8.3
The Wedding Veil Legacy,(2022 TV Movie),"Comedy,Romance",A sketch comedy show based on the seminal Mad Magazine.,"https://m.media-amazon.com/images/M/MV5BMDI0NTA5YmUtYjA5Yy00YjZmLTk1M2ItOWNiMmI3NTk4ZTFlXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_UY98_CR5,0,67,98_AL_.jpg",0112056,https://www.imdb.com/title/tt0112056/,60 min,NA,"53,119",8.6
New in Town,(2009),"Comedy,Romance","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.","https://m.media-amazon.com/images/M/MV5BMGI3YWFmNDQtNjc0Ny00ZDBjLThlNjYtZTc1ZTk5MzU2YTVjXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",3612616,https://www.imdb.com/title/tt3612616/,139 min,NA,"5,244",6.2
Diary of a Mad Black Woman,(2005),"Comedy,Drama,Romance","After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.","https://m.media-amazon.com/images/M/MV5BNGRjNWUxMzgtM2ZhZC00NmI3LThiNWEtNGFkNDk4OWRmYWI4XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UX67_CR0,0,67,98_AL_.jpg",8851148,https://www.imdb.com/title/tt8851148/,115 min,A,"17,146",6.3
MADtv,(1995–2016),"Comedy,Reality-TV,Talk-Show",A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.,"https://m.media-amazon.com/images/M/MV5BNDI5YjhmZWEtOGY5Ni00YTdmLTk5YTctMGU5ZTA4MGIyMTcyXkEyXkFqcGdeQXVyNTg3NDkzMzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0383126,https://www.imdb.com/title/tt0383126/,48 min,UA,"188,568",7.3
Mommy,(I) (2014),Drama,"Fresh out of prison after 15 years, a master thief assumes the identity of a dead sheriff in Banshee, PA. After tracking down the woman he loves they try to avoid detection from her father; a Ukrainian mobster looking to kill them for double crossing him.","https://m.media-amazon.com/images/M/MV5BMTU3NDU2Mjc0MV5BMl5BanBnXkFtZTgwNjYzOTQ2MTE@._V1_UY98_CR0,0,67,98_AL_.jpg",3644692,https://www.imdb.com/title/tt3644692/,-,R,"89,393",5.6
The In Between,(2022),"Drama,Romance,Sci-Fi","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.","https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",3908142,https://www.imdb.com/title/tt3908142/,120 min,NA,"22,170",8.1
MythBusters,(2003–2018),"Documentary,Mystery,Reality-TV",C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,"https://m.media-amazon.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1596350,https://www.imdb.com/title/tt1596350/,103 min,R,"11,746",6.2
Banshee Origins,(2013–2016),Drama,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,"https://m.media-amazon.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1229822,https://www.imdb.com/title/tt1229822/,120 min,PG,"138,346",6.4
The Love Witch,(2016),"Comedy,Horror,Romance","A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.","https://m.media-amazon.com/images/M/MV5BNmFmZWMyYWQtODRjMy00MmU4LTlmYWUtZDlmNmQ3NTdlNmQzXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UX67_CR0,0,67,98_AL_.jpg",2581244,https://www.imdb.com/title/tt2581244/,89 min,A,"62,371",6.2
This Means War,(2012),"Action,Comedy,Romance",The comedic story of middle school seen through the eyes of two 7th grade girls dealing with the awkwardness of being a teenager.,"https://m.media-amazon.com/images/M/MV5BYzJlYmJhZDAtMmE2MC00MWNkLWExNTAtZDQ2YzhhMzA1NDNiXkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",8324422,https://www.imdb.com/title/tt8324422/,30 min,R,"134,940",6.6
Life After Beth,(2014),"Comedy,Fantasy,Horror","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",3152624,https://www.imdb.com/title/tt3152624/,125 min,A,"23,227",6.1
PEN15,(2019–2021),Comedy,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,"https://m.media-amazon.com/images/M/MV5BZWQ1NTZjMjUtODNmZS00NTVhLWFhM2ItNWZiOTdjMzdhZTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",0130623,https://www.imdb.com/title/tt0130623/,82 min,R,"40,922",6.7
Trainwreck,(2015),"Comedy,Drama,Romance","At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson.","https://m.media-amazon.com/images/M/MV5BMTMxMjI0MzUyNl5BMl5BanBnXkFtZTcwNjc1NzE5NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0905372,https://www.imdb.com/title/tt0905372/,103 min,Not Rated,"81,100",7.3
Dinosaur,(2000),"Animation,Adventure,Drama",A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,"https://m.media-amazon.com/images/M/MV5BNTcwMDBhZmQtYzA5Yy00YTAxLWEyYTUtOWNhYmViYzMxNmJiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY98_CR1,0,67,98_AL_.jpg",3673794,https://www.imdb.com/title/tt3673794/,43 min,NA,"60,067",7.2
The Thing,(I) (2011),"Horror,Mystery,Sci-Fi","Annie (the long-suffering girlfriend of Duncan) has an unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.","https://m.media-amazon.com/images/M/MV5BMTk3OTE3ODg1Ml5BMl5BanBnXkFtZTgwMTI4NTE4NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",5607096,https://www.imdb.com/title/tt5607096/,97 min,NA,"47,188",7.5
Kingdom,(2014–2017),"Drama,Sport",A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,"https://m.media-amazon.com/images/M/MV5BNmQ2NWMyZDgtNWQ5My00ZmQwLWE0MTQtN2ZiNjY2ODc0Y2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",6259380,https://www.imdb.com/title/tt6259380/,98 min,R,"6,626",7.1
